Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
dental lab fees,5,5,90,45.62,0.00,https://www.3dental.ie/about/dentist-lab/,4,0.01,0.00,0,268000000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2021-01-14,People also ask
teeth whitening cost ireland,5,5,170,80.8,0.90,https://www.3dental.ie/teeth-whitening/,8,0.02,7.00,1,659000,"[81,100,100,67,81,81,67,81,81,81,81,81]",2021-01-16,"Reviews, Featured snippet"
are clear braces good,5,5,90,61.38,0.00,https://www.3dental.ie/blog/invisalign-vs-invisible-braces/,4,0.01,0.00,0.57,49100000,"[100,22,11,44,11,11,11,11,11,11,11,44]",2021-01-04,"Site links, Featured snippet, People also ask"
6 month smiles,5,5,320,64.3,1.33,https://www.3dental.ie/six-month-braces/,16,0.04,21.00,0.41,56200000,"[54,54,81,67,44,54,67,81,100,81,81,81]",2020-12-31,"Image pack, Site links"
teeth bleaching,5,5,390,75.72,0.64,https://www.3dental.ie/teeth-whitening/,19,0.05,12.00,1,19600000,"[54,44,54,54,44,44,54,54,67,54,54,100]",2020-12-28,"Local pack, Image pack, People also ask"
3d dental red cow,5,5,110,77.98,1.49,https://www.3dental.ie/about/,1,0,1.00,0.11,4070000,"[15,27,27,42,27,35,42,81,100,35,54,54]",2021-01-03,"Knowledge panel, Site links, Reviews, Video Carousel"
what is a crown,6,6,140,78.97,0.00,https://www.3dental.ie/blog/the-dental-crown-procedure-explained/,7,0.02,0.00,0.01,944000000,"[67,52,100,81,52,33,52,67,67,67,52,52]",2020-12-23,"Knowledge panel, Site links, People also ask"
how much is a wisdom tooth extraction,6,6,90,77.21,0.96,https://www.3dental.ie/tooth-extractions/,4,0.01,4.00,0.14,4920000,"[14,14,29,29,14,14,14,100,14,43,14,43]",2021-01-12,People also ask
smile teeth whitening,6,6,110,77.26,0.38,https://www.3dental.ie/teeth-whitening/,5,0.01,2.00,1,44500000,"[65,82,100,100,53,41,53,65,82,82,82,65]",2020-12-23,"Local pack, Image pack, Reviews, Video Carousel, FAQ"
what helps a toothache,6,6,110,79.24,3.53,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,5,0.01,19.00,0.33,2750000,"[82,100,82,64,100,100,100,100,100,100,100,100]",2020-12-22,"Site links, AdWords top, AdWords bottom, People also ask"
clear braces experience,6,6,90,70.44,0.00,https://www.3dental.ie/blog/5-most-faqs-on-clear-braces/,0,0,0.00,0,39200000,"[0,0,0,0,0,0,0,0,0,33,100,0]",2021-01-03,"Image pack, Reviews, AdWords bottom, Video Carousel, People also ask, FAQ"
dental pain treatment,6,6,90,78.66,0.00,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,4,0.01,0.00,0,244000000,"[14,0,0,29,29,0,14,14,0,0,100,0]",2021-01-13,"Site links, Featured snippet"
cheap braces ireland,6,6,110,72.75,1.43,https://www.3dental.ie/six-month-braces/,5,0.01,7.00,0.84,24800000,"[65,53,65,65,41,53,65,100,100,82,82,65]",2020-12-24,"Local pack, Site links, People also ask"
can everyone get dental implants,6,6,90,56.4,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,4,0.01,0.00,0.36,123000000,"[20,20,100,20,60,20,0,0,20,20,0,40]",2021-01-13,"Featured snippet, AdWords bottom, People also ask"
edental,6,6,880,71.62,0.00,https://www.3dental.ie/,44,0.13,0.00,0,2300000,"[100,68,77,77,100,45,45,37,37,30,68,77]",2021-01-17,"Image pack, Site links, Reviews"
what helps a toothache at home,6,6,90,80.56,2.55,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,4,0.01,11.00,0.27,12300000,"[0,0,14,14,14,14,14,14,14,100,14,14]",2020-12-29,"Site links, People also ask"
wisdom teeth removal cost,6,6,170,72.21,1.25,https://www.3dental.ie/tooth-extractions/,8,0.02,10.00,0.23,10100000,"[65,42,81,65,42,35,54,81,81,100,100,81]",2020-12-28,"Image pack, People also ask"
home teeth whitening kit,6,6,140,89.12,0.81,https://www.3dental.ie/teeth-whitening/,7,0.02,5.00,1,10500000,"[35,35,42,42,54,100,54,42,42,42,42,42]",2021-01-10,"Video Carousel, People also ask, FAQ"
invisalign braces,6,6,390,70.38,1.58,https://www.3dental.ie/invisalign/,3,0,6.00,0.42,12300000,"[100,67,100,100,67,54,81,100,100,100,100,100]",2020-12-25,"Local pack, Image pack, Site links, People also ask"
average cost of bridge for one tooth,6,6,90,63.5,0.00,https://www.3dental.ie/bridges/,4,0.01,0.00,0,8350000,"[0,0,0,0,0,0,0,0,0,0,100,0]",2021-01-12,"Site links, Featured snippet, People also ask"
3 dental teeth whitening,6,6,90,79.57,0.81,https://www.3dental.ie/,0,0,0.00,0.8,65700000,"[14,43,14,100,14,14,14,29,14,14,14,14]",2021-01-09,"Knowledge panel, Site links"
best dentist in dublin,6,6,480,70.16,0.59,https://www.3dental.ie/,24,0.07,14.00,0.37,2280000,"[67,44,82,67,44,29,44,82,67,100,82,82]",2020-12-28,"Local pack, Site links"
teeth grinding,6,6,590,82.63,0.49,https://www.3dental.ie/teeth-grinding/,29,0.08,14.00,0.56,36100000,"[100,82,100,82,67,100,100,100,100,82,100,82]",2021-01-01,"Image pack, Site links, People also ask"
3d dental dublin,6,6,170,78.71,1.30,https://www.3dental.ie/blog/how-to-choose-a-dentist-in-dublin/,1,0,2.00,0.12,4070000,"[44,34,53,44,34,16,34,53,66,81,81,100]",2021-01-05,"Knowledge panel, Site links, Reviews, Video Carousel"
invisalign dublin,6,5,720,70.47,2.50,https://www.3dental.ie/invisalign/,7,0.02,18.00,0.78,284000,"[39,72,72,48,48,59,88,88,88,100,100,100]",2021-01-17,"Local pack, Site links, People also ask"
single arch braces,6,6,90,45.81,1.34,https://www.3dental.ie/orthodontics/,4,0.01,6.00,0.38,4120000,"[11,44,11,22,11,11,22,11,33,100,11,11]",2021-01-16,"Image pack, Site links, People also ask"
whitening,6,6,140,80.04,0.77,https://www.3dental.ie/teeth-whitening/,7,0.02,5.00,0.8,1390000000,"[82,53,65,53,65,82,100,100,100,65,82,82]",2021-01-10,"Local pack, Video Carousel, People also ask"
dental filling,6,6,170,75.07,2.08,https://www.3dental.ie/white-fillings/,8,0.02,17.00,0.35,1190000000,"[67,52,81,67,67,81,100,81,81,81,81,100]",2020-12-26,"Local pack, Image pack, Site links, People also ask"
dental prices ireland,6,6,320,76.77,0.58,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,16,0.04,9.00,0.41,13300000,"[100,67,100,82,54,36,67,100,82,100,100,100]",2020-12-21,"Site links, Featured snippet, People also ask"
mouth guard for teeth grinding ireland,6,6,90,71.92,0.47,https://www.3dental.ie/teeth-grinding/,4,0.01,2.00,1,1210000,"[29,41,41,41,29,65,82,100,65,41,82,100]",2021-01-12,People also ask
dentures limerick,6,6,90,67.75,0.38,https://www.3dental.ie/dental-implants/,4,0.01,1.00,0.2,81,"[33,33,33,33,33,67,33,67,33,67,100,100]",2020-12-31,"Local pack, Image pack, Reviews, Video Carousel, People also ask"
cheapest way to get straight teeth,6,6,90,67.05,0.00,https://www.3dental.ie/blog/the-7-most-faq-s-of-teeth-straightening/,4,0.01,0.00,1,2830000,"[0,0,57,0,0,14,0,29,14,100,14,14]",2020-12-29,"Site links, Featured snippet, AdWords top, People also ask"
3 dental prices,6,6,90,78.12,0.99,https://www.3dental.ie/blog/how-much-does-root-canal-cost/,0,0,0.00,0.18,156000000,"[79,36,50,100,79,64,100,64,100,64,50,64]",2020-12-28,"Image pack, Site links, People also ask"
cheapest price braces,6,6,90,68.39,0.00,https://www.3dental.ie/adult-braces/,4,0.01,0.00,0,4670000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2021-01-04,"Local pack, People also ask"
wisdom tooth extraction dublin,6,6,90,67.47,1.31,https://www.3dental.ie/tooth-extractions/,4,0.01,5.00,0.44,719000,"[4,19,65,42,100,4,8,4,4,8,4,15]",2021-01-13,"Local pack, People also ask"
average cost of tooth extraction,6,6,90,64.53,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,4,0.01,0.00,0,5650000,"[100,25,50,25,25,25,25,25,25,25,25,0]",2020-12-22,"Site links, Featured snippet, People also ask"
dublin dental hospital price list,6,6,210,73.94,0.62,https://www.3dental.ie/price-list/,2,0,1.00,0.33,2030000,"[53,34,66,53,34,22,44,100,81,81,81,81]",2020-12-31,People also ask
cheap braces dublin,6,6,110,65.11,1.55,https://www.3dental.ie/six-month-braces/,5,0.01,8.00,0.92,3010000,"[100,50,100,79,64,100,36,79,79,79,100,100]",2020-12-23,"Local pack, Site links, People also ask"
alleviate toothache pain,6,6,90,76.82,0.00,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,4,0.01,0.00,0.43,760000,"[0,33,11,0,0,0,0,0,11,0,0,100]",2021-01-13,Site links
dental studio,6,6,140,55.89,0.00,https://www.3dental.ie/,1,0,0.00,0.01,101000000,"[52,43,67,67,52,33,52,67,81,100,67,67]",2020-12-31,"Local pack, Site links, Reviews"
composite bonding cork,6,6,140,62.11,0.61,https://www.3dental.ie/bonding/,7,0.02,4.00,0.2,1790000,"[15,42,35,27,35,35,65,81,100,65,81,81]",2021-01-16,"Local pack, Image pack, Site links, People also ask"
are clear braces good,6,6,90,61.38,0.00,https://www.3dental.ie/blog/5-most-faqs-on-clear-braces/,4,0.01,0.00,0.57,49100000,"[100,22,11,44,11,11,11,11,11,11,11,44]",2021-01-04,"Site links, Featured snippet, People also ask"
flexi fi quote,6,6,110,79.84,1.52,https://www.3dental.ie/flexifi/,1,0,1.00,0.16,1720000,"[100,52,52,67,33,43,43,52,52,43,67,52]",2021-01-06,"Site links, People also ask"
cheap dentist in my area,6,6,90,70.76,0.00,https://www.3dental.ie/,4,0.01,0.00,0,99800000,"[50,50,0,0,0,0,0,0,0,0,0,100]",2020-12-26,"Local pack, People also ask, FAQ"
3d dental red cow,6,6,110,77.98,1.49,https://www.3dental.ie/blog/how-to-choose-a-dentist-in-dublin/,1,0,1.00,0.11,4070000,"[15,27,27,42,27,35,42,81,100,35,54,54]",2021-01-03,"Knowledge panel, Site links, Reviews, Video Carousel"
prsi dental,6,6,1300,77.61,0.82,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,65,0.19,53.00,0.03,65400,"[68,100,100,46,14,21,46,68,68,84,68,84]",2021-01-17,People also ask
teeth cleaning dublin,7,7,140,68.31,0.68,https://www.3dental.ie/scale-and-polish/,5,0.01,3.00,0.48,1600000,"[81,100,100,33,14,19,52,81,81,100,81,100]",2021-01-16,"Local pack, People also ask"
how to cure toothache,7,7,90,80.7,8.42,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,3,0,30.00,0.42,2320000,"[44,22,11,11,78,56,100,22,11,11,11,11]",2021-01-13,"Site links, Featured snippet, AdWords bottom, People also ask"
medical card dentist dublin,7,7,90,80.58,0.53,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.36,1360000,"[100,3,3,3,3,3,3,3,53,66,34,34]",2021-01-10,"Local pack, Site links, People also ask"
dental check,7,7,210,78.31,0.00,https://www.3dental.ie/routine-checkups/,8,0.02,0.00,0,541000000,"[100,81,100,100,65,27,35,81,81,81,100,100]",2021-01-09,"Local pack, People also ask"
clear braces experience,7,7,90,70.44,0.00,https://www.3dental.ie/adult-braces/,0,0,0.00,0,39200000,"[0,0,0,0,0,0,0,0,0,33,100,0]",2021-01-03,"Image pack, Reviews, AdWords bottom, Video Carousel, People also ask, FAQ"
how to stop tooth pain fast,7,7,110,75.21,2.59,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,4,0.01,11.00,0.31,1590000000,"[29,41,65,53,65,82,53,53,65,82,100,100]",2021-01-02,"Site links, Featured snippet, People also ask"
invisible braces,7,10,480,70.63,1.61,https://www.3dental.ie/invisalign/,19,0.05,30.00,0.5,9110000,"[66,100,81,66,66,100,100,100,81,66,81,100]",2021-01-17,"Image pack, Site links, AdWords top, People also ask"
oral hygiene,7,7,110,85.64,1.05,https://www.3dental.ie/blog/how-to-maintain-your-oral-health/,0,0,0.00,0.11,372000000,"[64,64,64,64,79,79,79,50,64,64,100,79]",2021-01-02,"Knowledge panel, Site links, Featured snippet, People also ask, FAQ"
flexifi,7,8,5400,87.2,0.55,https://www.3dental.ie/flexifi/,43,0.12,23.00,0.1,334000,"[29,29,29,29,44,67,100,55,67,67,67,82]",2021-01-17,"Knowledge panel, Site links, Video Carousel, People also ask"
prsi dental entitlements 2019,7,7,110,82.87,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,4,0.01,0.00,0.07,83,"[100,34,66,53,16,9,6,22,22,28,22,22]",2020-12-27,"Image pack, People also ask"
dental options clane prices,7,7,90,71.86,0.99,https://www.3dental.ie/price-list/,0,0,0.00,0.23,37,"[25,25,100,25,25,25,25,25,50,50,25,50]",2021-01-11,"Image pack, Reviews, Video, People also ask"
average cost of bridge for one tooth,7,7,90,63.5,0.00,https://www.3dental.ie/blog/the-3-dental-guide-to-crowns-and-bridges/,3,0,0.00,0,8350000,"[0,0,0,0,0,0,0,0,0,0,100,0]",2021-01-12,"Site links, Featured snippet, People also ask"
teeth whitening trays,7,7,90,76.54,0.25,https://www.3dental.ie/teeth-whitening/,3,0,0.00,1,4130000,"[64,50,64,64,50,79,64,79,100,79,79,79]",2021-01-12,"Local pack, Image pack, People also ask"
3 dental teeth whitening,7,7,90,79.57,0.81,https://www.3dental.ie/bonding/,0,0,0.00,0.8,65700000,"[14,43,14,100,14,14,14,29,14,14,14,14]",2021-01-09,"Knowledge panel, Site links"
seal teeth,7,7,110,69.98,0.00,https://www.3dental.ie/fissure-sealants/,4,0.01,0.00,0.57,66100000,"[43,33,52,52,33,24,43,67,81,100,67,81]",2021-01-05,"Image pack, People also ask"
3d dental dublin,7,7,170,78.71,1.30,https://www.3dental.ie/about/meet-the-team/,1,0,1.00,0.12,4070000,"[44,34,53,44,34,16,34,53,66,81,81,100]",2021-01-05,"Knowledge panel, Site links, Reviews, Video Carousel"
do braces stain teeth,7,7,90,53.1,0.00,https://www.3dental.ie/blog/5-most-faqs-on-clear-braces/,3,0,0.00,0,4560000,"[0,0,40,100,0,0,0,0,0,0,0,0]",2020-12-24,"Image pack, Featured snippet, People also ask"
smile clinic dublin,7,7,90,68.93,0.48,https://www.3dental.ie/,0,0,0.00,0.39,4400000,"[20,20,100,20,20,20,20,20,20,20,20,20]",2021-01-07,"Local pack, Site links"
teeth whitening,7,6,8100,78.35,0.63,https://www.3dental.ie/teeth-whitening/,324,0.96,204.00,1,89900000,"[55,67,55,45,82,82,67,82,82,67,100,100]",2021-01-17,"Local pack, Video Carousel, People also ask, FAQ"
teeth whitening limerick,7,7,320,63.29,0.89,https://www.3dental.ie/teeth-whitening/,12,0.03,11.00,0.97,94,"[81,67,81,100,44,29,35,67,100,100,81,67]",2020-12-23,"Local pack, Image pack, Site links, Reviews, Video Carousel, People also ask"
dentist that accept medical card,7,7,260,71.89,0.79,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,2,0,1.00,0.14,48900000,"[24,19,36,29,19,12,29,44,66,81,100,100]",2020-12-24,"Local pack, Site links, People also ask"
new smile dental,7,7,140,55.68,1.35,https://www.3dental.ie/smile-in-a-day/,1,0,1.00,0.08,192000000,"[53,100,53,65,41,65,100,100,100,100,100,82]",2021-01-14,"Knowledge panel, Site links"
composite filling,7,7,210,57.57,0.00,https://www.3dental.ie/blog/3-dentals-guide-to-fillings/,8,0.02,0.00,0.02,692000000,"[81,66,66,66,44,34,53,81,81,81,81,100]",2020-12-25,"Knowledge panel, Image pack, Site links, Featured snippet, People also ask"
best teeth whitening dublin,7,7,170,75.62,0.90,https://www.3dental.ie/teeth-whitening/,6,0.01,6.00,1,638000,"[81,81,100,100,54,27,27,42,81,81,65,54]",2020-12-29,"Local pack, Site links, People also ask"
3 dental prices,7,7,90,78.12,0.99,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,0.18,156000000,"[79,36,50,100,79,64,100,64,100,64,50,64]",2020-12-28,"Image pack, Site links, People also ask"
dentist visit cost,7,7,90,73.32,0.00,https://www.3dental.ie/blog/teeth-in-a-day-cost-ireland/,3,0,0.00,0.07,112000000,"[100,20,40,20,20,20,20,20,20,100,20,20]",2020-12-31,"Site links, People also ask"
dental sedation cost ireland,7,7,90,70.16,1.48,https://www.3dental.ie/sedation-dentistry/,3,0,5.00,0.3,1740000,"[14,29,100,14,14,14,71,100,14,71,14,14]",2020-12-23,People also ask
cheapest price braces,7,7,90,68.39,0.00,https://www.3dental.ie/six-month-braces/,3,0,0.00,0,4670000,"[0,0,0,0,0,0,0,0,100,0,0,0]",2021-01-04,"Local pack, People also ask"
dentures cost,7,7,170,74.43,0.32,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,6,0.01,2.00,0.48,44600000,"[42,35,54,54,42,35,65,81,81,100,100,100]",2020-12-26,People also ask
teeth whitening dublin,7,7,1900,69.47,0.92,https://www.3dental.ie/teeth-whitening/,76,0.22,69.00,0.98,621000,"[66,83,100,55,34,34,55,83,83,83,66,66]",2021-01-17,"Local pack, Site links, People also ask"
www 3,7,7,140,63.47,0.00,https://www.3dental.ie/dublin/,1,0,0.00,0,25270000000,"[34,28,100,28,34,44,44,28,34,34,34,28]",2020-12-23,"Site links, People also ask"
clear braces price,7,7,140,72.2,1.51,https://www.3dental.ie/adult-braces/,1,0,1.00,0.75,46100000,"[28,16,66,100,28,28,34,53,44,44,66,44]",2020-12-26,"Image pack, People also ask, FAQ"
teeth grinding cure,7,7,90,76.68,0.31,https://www.3dental.ie/teeth-grinding/,3,0,1.00,1,2650000,"[100,14,14,14,0,57,14,43,43,14,43,14]",2021-01-11,"Site links, People also ask"
dental clinic dublin,7,6,720,66.67,0.80,https://www.3dental.ie/,28,0.08,23.00,0.28,3420000,"[55,82,82,67,55,67,100,100,100,100,100,100]",2021-01-17,"Local pack, Site links"
emergency dentist limerick,7,6,480,59.89,0.55,https://www.3dental.ie/general-dentistry/,19,0.05,10.00,0.41,912000,"[67,44,44,67,100,82,54,54,67,54,82,54]",2021-01-17,"Local pack, Image pack, Site links, People also ask"
3d dental red cow,7,7,110,77.98,1.49,https://www.3dental.ie/about/meet-the-team/,0,0,1.00,0.11,4070000,"[15,27,27,42,27,35,42,81,100,35,54,54]",2021-01-03,"Knowledge panel, Site links, Reviews, Video Carousel"
ceramic braces,8,7,720,64.05,1.61,https://www.3dental.ie/blog/5-most-faqs-on-clear-braces/,21,0.06,34.00,0.15,15000000,"[48,59,59,48,32,59,88,100,88,88,88,100]",2021-01-17,"Image pack, Site links, People also ask"
tooth filling,8,8,720,73.79,0.59,https://www.3dental.ie/white-fillings/,21,0.06,12.00,0.91,1030000000,"[67,67,67,82,82,82,82,82,82,100,82,67]",2021-01-17,"Image pack, Site links, People also ask"
can you smoke with braces,8,8,90,49.54,0.00,https://www.3dental.ie/blog/5-most-faqs-on-clear-braces/,2,0,0.00,0.01,26300000,"[33,11,11,11,22,22,100,11,11,11,11,11]",2021-01-15,"Image pack, Site links, Featured snippet, People also ask"
smiles dental limerick,8,8,320,81.73,0.59,https://www.3dental.ie/,1,0,1.00,0.23,1580000,"[67,44,67,54,54,23,35,81,81,67,100,100]",2020-12-23,"Knowledge panel, Image pack, Site links, AdWords bottom, FAQ"
hse dentist,8,8,390,81.89,1.57,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,2,0,3.00,0.05,814000,"[54,54,100,81,100,81,100,100,100,81,100,100]",2020-12-29,"Local pack, Site links, Video Carousel"
prsi dental cover,8,8,140,80.48,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,4,0.01,0.00,0.02,55100,"[100,82,82,36,10,8,18,23,44,28,18,18]",2020-12-28,"Image pack, People also ask"
invisible braces,8,9,480,70.63,1.61,https://www.3dental.ie/blog/invisalign-vs-invisible-braces/,14,0.04,23.00,0.5,9110000,"[66,100,81,66,66,100,100,100,81,66,81,100]",2021-01-17,"Image pack, Site links, AdWords top, People also ask"
fixed retainer,8,8,110,60.52,1.38,https://www.3dental.ie/blog/the-ultimate-guide-to-orthodontic-retainers/,3,0,4.00,0.08,11900000,"[79,50,79,79,50,36,50,100,100,100,79,100]",2021-01-05,"Image pack, Site links, Featured snippet, People also ask"
how to get rid of toothache,8,8,480,72.68,4.08,https://www.3dental.ie/blog/5-ways-to-ease-toothache/,14,0.04,58.00,0.24,1420000,"[44,66,54,66,66,81,100,81,100,81,66,81]",2020-12-27,"Site links, Featured snippet, People also ask"
do you have to pay dentist straight away,8,8,90,75.3,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,2,0,0.00,0,38800000,"[0,0,0,100,0,0,0,0,25,0,0,25]",2020-12-28,"Site links, People also ask"
3d dental dublin,8,8,170,78.71,1.30,https://www.3dental.ie/dental-implants/,1,0,1.00,0.12,4070000,"[44,34,53,44,34,16,34,53,66,81,81,100]",2021-01-05,"Knowledge panel, Site links, Reviews, Video Carousel"
invisalign reviews,8,8,140,68.98,1.46,https://www.3dental.ie/invisalign/,4,0.01,6.00,0.39,9820000,"[52,43,81,81,33,43,52,100,100,81,100,81]",2020-12-24,"Site links, People also ask"
wisdom teeth removal cost ireland,8,7,170,70.61,1.33,https://www.3dental.ie/tooth-extractions/,5,0.01,6.00,0.18,1210000,"[23,44,44,28,23,23,36,36,36,44,54,100]",2021-01-17,"Site links, Featured snippet, People also ask"
cheap dentist dublin,8,8,210,64.89,0.65,https://www.3dental.ie/,6,0.01,4.00,0.73,3900000,"[66,53,81,81,44,53,44,66,81,100,66,66]",2020-12-26,"Local pack, Site links, People also ask"
after gum surgery,8,8,90,56.97,0.00,https://www.3dental.ie/gum-treatments/,2,0,0.00,0,49700000,"[0,0,100,0,0,0,0,0,0,100,100,100]",2020-12-25,"Image pack, Site links, Featured snippet, People also ask"
night guard for teeth,8,8,170,80.38,0.26,https://www.3dental.ie/blog/how-to-stop-teeth-grinding-top-tips/,5,0.01,1.00,1,51600000,"[65,42,65,54,54,54,42,54,65,65,100,100]",2020-12-31,"Local pack, Image pack, Featured snippet, People also ask"
